Transaction_ID,Account_Number,Date,Transaction_Type,Amount_INR,Balance_After,Bank,Branch,Channel,Fraud_Flag,Is_International
BNK_00028202,ACCT_813115,2024-08-25,Deposit,4971.23,47826.0,PNB,Branch_89,NEFT,0,0
BNK_00028203,ACCT_887240,2022-06-22,Interest,2414.74,229005.49,HDFC,Branch_59,Mobile,1,0
BNK_00028204,ACCT_868200,2022-03-06,Payment,74.33,142393.15,HDFC,Branch_46,Online,0,0
BNK_00028205,ACCT_924982,2023-11-11,Withdrawal,364.29,292012.79,Axis,Branch_73,Online,0,0
BNK_00028206,ACCT_480442,2024-06-16,Deposit,8242.27,92314.05,ICICI,Branch_24,ATM,0,0
BNK_00028207,ACCT_441784,2024-07-05,Payment,3086.41,107916.29,HDFC,Branch_49,Branch,0,0
BNK_00028208,ACCT_528603,2024-11-25,Transfer,1059.77,229657.85,BOB,Branch_2,RTGS,0,0
BNK_00028209,ACCT_400249,2024-05-02,Deposit,5219.05,150973.9,Axis,Branch_95,Branch,0,0
BNK_00028210,ACCT_155273,2024-06-23,Withdrawal,106.3,331718.15,BOB,Branch_84,ATM,0,0
BNK_00028211,ACCT_345411,2023-07-03,Interest,2698.89,395990.35,Kotak,Branch_2,ATM,0,0
BNK_00028212,ACCT_406108,2024-12-22,Refund,7278.5,12036.79,Yes_Bank,Branch_55,UPI,0,0
BNK_00028213,ACCT_267674,2023-02-14,Payment,7928.68,402317.78,Yes_Bank,Branch_48,ATM,1,0
BNK_00028214,ACCT_346803,2023-01-27,Interest,3464.18,104544.65,HDFC,Branch_93,ATM,0,0
BNK_00028215,ACCT_285844,2024-02-09,Withdrawal,7290.42,243864.94,PNB,Branch_26,ATM,0,1
BNK_00028216,ACCT_113333,2024-04-07,Interest,1137.38,41583.13,BOB,Branch_78,UPI,0,0
BNK_00028217,ACCT_786626,2024-08-18,Payment,2871.35,433033.9,Axis,Branch_26,RTGS,0,0
BNK_00028218,ACCT_535458,2023-10-12,Interest,2428.73,2243.28,Yes_Bank,Branch_56,UPI,0,0
BNK_00028219,ACCT_145216,2023-11-21,Transfer,124.28,436974.61,SBI,Branch_6,Mobile,0,0
BNK_00028220,ACCT_950852,2024-03-05,Payment,1930.96,42559.74,HDFC,Branch_40,RTGS,0,0
BNK_00028221,ACCT_591071,2024-06-12,Transfer,2495.39,193676.25,HDFC,Branch_30,ATM,0,0
BNK_00028222,ACCT_696635,2022-02-23,Payment,4344.55,362654.72,PNB,Branch_97,Mobile,0,1
BNK_00028223,ACCT_372481,2022-10-29,Payment,19329.3,180339.42,Axis,Branch_62,NEFT,0,0
BNK_00028224,ACCT_510021,2022-02-01,Refund,3525.03,107971.58,ICICI,Branch_14,Mobile,0,0
BNK_00028225,ACCT_266193,2024-08-17,Deposit,2670.67,361034.22,SBI,Branch_13,UPI,0,0
BNK_00028226,ACCT_351374,2023-03-17,Transfer,4274.11,228098.69,BOB,Branch_60,UPI,0,1
BNK_00028227,ACCT_125018,2024-01-03,Transfer,3397.44,232458.02,Yes_Bank,Branch_6,RTGS,0,0
BNK_00028228,ACCT_916540,2024-02-24,Interest,1117.61,68416.77,PNB,Branch_49,NEFT,0,0
BNK_00028229,ACCT_469050,2022-01-15,Payment,2969.92,451526.39,PNB,Branch_40,Online,0,0
BNK_00028230,ACCT_895507,2022-07-24,Payment,1421.29,300227.82,PNB,Branch_47,NEFT,0,0
BNK_00028231,ACCT_918126,2024-05-18,Deposit,7912.02,67596.21,PNB,Branch_55,RTGS,1,0
BNK_00028232,ACCT_700438,2022-12-08,Deposit,21358.54,16868.46,PNB,Branch_60,ATM,0,0
BNK_00028233,ACCT_953986,2022-09-03,Withdrawal,4928.38,124031.59,Yes_Bank,Branch_48,UPI,0,0
BNK_00028234,ACCT_414635,2024-09-24,Refund,2162.42,453261.8,SBI,Branch_9,Mobile,0,0
BNK_00028235,ACCT_387510,2023-11-11,Payment,5596.96,98336.18,Yes_Bank,Branch_20,NEFT,0,0
BNK_00028236,ACCT_107183,2023-10-03,Interest,11055.25,108006.84,Axis,Branch_46,Branch,0,0
BNK_00028237,ACCT_143331,2022-06-10,Interest,15728.11,174430.72,Axis,Branch_79,NEFT,0,0
BNK_00028238,ACCT_146223,2023-09-21,Deposit,1188.17,162869.32,SBI,Branch_44,RTGS,0,1
BNK_00028239,ACCT_881989,2024-08-06,Payment,631.22,95000.41,PNB,Branch_44,Online,0,1
BNK_00028240,ACCT_888733,2022-02-08,Deposit,1567.45,283399.57,ICICI,Branch_50,Mobile,0,0
BNK_00028241,ACCT_896319,2024-03-23,Interest,3600.99,353274.36,ICICI,Branch_34,Branch,0,0
BNK_00028242,ACCT_725571,2024-06-04,Withdrawal,4628.66,404794.64,Yes_Bank,Branch_28,RTGS,0,0
BNK_00028243,ACCT_864861,2024-07-01,Interest,3770.07,284264.84,HDFC,Branch_34,ATM,0,0
BNK_00028244,ACCT_248035,2022-12-13,Transfer,3886.06,40465.54,Yes_Bank,Branch_41,UPI,0,0
BNK_00028245,ACCT_781023,2022-02-18,Deposit,1354.0,457340.65,Kotak,Branch_63,UPI,0,0
BNK_00028246,ACCT_857132,2024-09-01,Interest,5470.22,203477.52,BOB,Branch_74,RTGS,0,1
BNK_00028247,ACCT_401075,2022-07-04,Interest,7107.95,426246.07,Kotak,Branch_89,Branch,0,0
BNK_00028248,ACCT_930161,2024-07-21,Transfer,143.79,360833.45,Yes_Bank,Branch_32,Branch,1,0
BNK_00028249,ACCT_602060,2024-08-09,Transfer,1444.59,472333.36,HDFC,Branch_51,NEFT,0,1
BNK_00028250,ACCT_558195,2023-04-28,Interest,3743.44,281531.21,Yes_Bank,Branch_10,RTGS,0,0
BNK_00028251,ACCT_330257,2024-04-17,Transfer,4148.41,207696.63,SBI,Branch_12,NEFT,1,0
BNK_00028252,ACCT_235659,2023-08-14,Deposit,10252.53,461777.2,HDFC,Branch_37,Online,0,0
BNK_00028253,ACCT_527833,2024-04-20,Interest,1150.9,78358.99,PNB,Branch_10,UPI,0,0
BNK_00028254,ACCT_715810,2024-03-23,Deposit,1546.33,34199.03,BOB,Branch_36,ATM,0,1
BNK_00028255,ACCT_414825,2022-09-02,Withdrawal,6364.01,268791.92,Kotak,Branch_74,ATM,0,0
BNK_00028256,ACCT_911402,2024-04-20,Payment,2049.51,277089.47,BOB,Branch_39,Mobile,0,0
BNK_00028257,ACCT_340594,2023-02-14,Interest,9511.32,137861.63,Axis,Branch_40,Online,0,0
BNK_00028258,ACCT_498998,2024-01-28,Deposit,6123.39,127161.86,Axis,Branch_83,NEFT,0,0
BNK_00028259,ACCT_280897,2024-04-16,Interest,2069.44,494878.93,ICICI,Branch_29,NEFT,0,0
BNK_00028260,ACCT_895395,2022-06-03,Payment,8112.76,374041.76,Kotak,Branch_69,Branch,1,0
BNK_00028261,ACCT_530722,2022-10-28,Refund,14509.04,264096.71,Axis,Branch_85,RTGS,0,0
BNK_00028262,ACCT_439327,2022-08-15,Transfer,9428.68,445427.73,Axis,Branch_26,Online,0,1
BNK_00028263,ACCT_319476,2022-03-03,Refund,8635.57,105940.24,Axis,Branch_23,Online,0,1
BNK_00028264,ACCT_936120,2024-07-04,Withdrawal,2326.19,179506.95,HDFC,Branch_35,RTGS,0,0
BNK_00028265,ACCT_983217,2023-09-05,Payment,2028.21,445209.04,Yes_Bank,Branch_14,Branch,0,0
BNK_00028266,ACCT_660872,2022-11-21,Transfer,6949.77,205522.67,Yes_Bank,Branch_90,Branch,0,0
BNK_00028267,ACCT_772798,2023-07-12,Deposit,64.28,42313.87,HDFC,Branch_11,RTGS,0,0
BNK_00028268,ACCT_349650,2022-05-29,Withdrawal,5656.99,250030.01,Kotak,Branch_86,NEFT,0,0
BNK_00028269,ACCT_529939,2024-01-09,Withdrawal,4483.49,331505.19,HDFC,Branch_29,Mobile,0,0
BNK_00028270,ACCT_967801,2023-06-28,Transfer,1686.77,250969.04,SBI,Branch_92,Branch,0,0
BNK_00028271,ACCT_641009,2022-10-11,Deposit,14253.63,72186.66,HDFC,Branch_5,NEFT,0,0
BNK_00028272,ACCT_671326,2022-04-27,Refund,2032.28,315466.08,HDFC,Branch_20,RTGS,0,0
BNK_00028273,ACCT_726187,2023-05-02,Interest,7236.2,256367.71,Yes_Bank,Branch_56,Branch,0,0
BNK_00028274,ACCT_541321,2023-11-26,Transfer,142.96,73462.59,HDFC,Branch_11,Branch,0,0
BNK_00028275,ACCT_877699,2022-04-04,Refund,6622.59,441430.81,HDFC,Branch_17,ATM,0,0
BNK_00028276,ACCT_755312,2022-03-25,Transfer,5462.54,247873.5,HDFC,Branch_36,Mobile,0,1
BNK_00028277,ACCT_126410,2024-02-25,Withdrawal,392.7,391662.58,SBI,Branch_16,ATM,1,0
BNK_00028278,ACCT_224358,2022-06-02,Deposit,8888.65,475168.66,ICICI,Branch_31,RTGS,0,0
BNK_00028279,ACCT_627449,2023-12-01,Withdrawal,665.83,225186.11,BOB,Branch_80,NEFT,0,0
BNK_00028280,ACCT_504015,2023-06-02,Transfer,1155.48,182496.92,ICICI,Branch_61,RTGS,0,0
BNK_00028281,ACCT_683407,2024-11-20,Payment,4765.25,184012.35,Yes_Bank,Branch_29,Branch,0,0
BNK_00028282,ACCT_178139,2024-07-09,Transfer,1121.34,350302.01,HDFC,Branch_79,UPI,0,0
BNK_00028283,ACCT_701094,2024-04-16,Transfer,1965.47,454407.84,Axis,Branch_80,Branch,0,0
BNK_00028284,ACCT_803073,2024-10-17,Deposit,3467.17,239493.14,HDFC,Branch_24,Branch,0,0
BNK_00028285,ACCT_371685,2022-05-23,Payment,2546.82,368647.54,BOB,Branch_28,NEFT,0,0
BNK_00028286,ACCT_137932,2024-01-10,Refund,4044.53,273834.04,HDFC,Branch_43,NEFT,0,0
BNK_00028287,ACCT_879582,2022-04-01,Deposit,1626.65,370585.95,Yes_Bank,Branch_59,NEFT,0,0
BNK_00028288,ACCT_351075,2023-10-02,Refund,1083.8,218817.69,Axis,Branch_36,Online,0,1
BNK_00028289,ACCT_247352,2023-04-26,Interest,33919.15,414278.74,PNB,Branch_17,Branch,1,0
BNK_00028290,ACCT_917671,2024-06-26,Payment,6701.07,283265.78,PNB,Branch_19,NEFT,0,0
BNK_00028291,ACCT_665454,2024-10-05,Refund,3608.14,131753.36,HDFC,Branch_41,NEFT,0,1
BNK_00028292,ACCT_104326,2024-07-02,Payment,2852.04,14689.91,Axis,Branch_26,Mobile,0,1
BNK_00028293,ACCT_648442,2024-03-25,Refund,3873.01,247670.44,BOB,Branch_92,Mobile,0,0
BNK_00028294,ACCT_828952,2023-07-07,Deposit,1338.86,414271.03,Kotak,Branch_60,RTGS,0,0
BNK_00028295,ACCT_381996,2022-01-10,Interest,9896.42,352728.52,Kotak,Branch_38,UPI,0,0
BNK_00028296,ACCT_652733,2022-05-24,Interest,9602.34,166876.03,Kotak,Branch_26,Mobile,1,0
BNK_00028297,ACCT_752676,2022-03-17,Refund,2163.97,323096.51,Yes_Bank,Branch_89,ATM,0,0
BNK_00028298,ACCT_516451,2022-02-17,Interest,741.81,176488.18,Yes_Bank,Branch_9,Branch,0,0
BNK_00028299,ACCT_804295,2022-09-02,Interest,4645.12,496080.44,PNB,Branch_9,NEFT,0,0
BNK_00028300,ACCT_235437,2022-12-02,Interest,5608.37,345607.65,SBI,Branch_86,Branch,1,0
BNK_00028301,ACCT_148649,2022-07-01,Interest,8756.23,371821.6,BOB,Branch_38,NEFT,0,0
BNK_00028302,ACCT_406151,2024-07-25,Deposit,1285.63,276568.07,SBI,Branch_9,RTGS,0,0
BNK_00028303,ACCT_394751,2024-01-18,Refund,2180.06,341097.25,PNB,Branch_14,NEFT,0,1
BNK_00028304,ACCT_642834,2022-07-10,Interest,13930.82,159827.82,BOB,Branch_100,Online,0,0
BNK_00028305,ACCT_886769,2024-01-12,Payment,6307.14,450602.81,Yes_Bank,Branch_78,UPI,0,1
BNK_00028306,ACCT_633931,2023-09-09,Payment,21443.36,137741.21,ICICI,Branch_75,Online,0,0
BNK_00028307,ACCT_301900,2022-03-31,Interest,14672.63,369941.17,SBI,Branch_22,Branch,0,1
BNK_00028308,ACCT_591863,2024-02-11,Refund,739.11,454173.3,PNB,Branch_48,ATM,1,1
BNK_00028309,ACCT_115304,2023-11-29,Payment,3679.66,244848.58,ICICI,Branch_3,ATM,0,0
BNK_00028310,ACCT_225901,2023-12-30,Deposit,986.94,45494.95,Kotak,Branch_60,Online,0,1
BNK_00028311,ACCT_389172,2022-01-06,Interest,9845.07,325159.72,PNB,Branch_38,RTGS,0,0
BNK_00028312,ACCT_927272,2024-05-21,Interest,9428.46,401305.58,Axis,Branch_86,Branch,0,0
BNK_00028313,ACCT_626497,2022-04-17,Deposit,2730.7,264679.84,BOB,Branch_49,Mobile,0,0
BNK_00028314,ACCT_533648,2024-08-31,Withdrawal,6059.95,166045.83,HDFC,Branch_88,Branch,0,0
BNK_00028315,ACCT_990507,2024-11-24,Refund,2175.54,99472.58,SBI,Branch_93,Online,0,0
BNK_00028316,ACCT_230753,2024-10-09,Interest,3692.48,228141.27,Axis,Branch_13,NEFT,0,1
BNK_00028317,ACCT_553179,2023-11-20,Deposit,7608.98,334406.56,Kotak,Branch_16,UPI,0,0
BNK_00028318,ACCT_381030,2022-09-20,Payment,567.67,141024.24,HDFC,Branch_38,ATM,0,0
BNK_00028319,ACCT_920708,2024-03-01,Deposit,1493.39,61963.08,Axis,Branch_12,Branch,0,1
BNK_00028320,ACCT_411467,2022-02-15,Withdrawal,6392.2,9611.88,Yes_Bank,Branch_60,RTGS,0,0
BNK_00028321,ACCT_515236,2024-01-14,Interest,1827.79,129593.05,SBI,Branch_82,Online,0,0
BNK_00028322,ACCT_890437,2024-03-13,Interest,387.72,453879.83,Kotak,Branch_38,RTGS,0,0
BNK_00028323,ACCT_680118,2022-04-01,Deposit,6472.21,463236.77,Axis,Branch_47,Online,0,0
BNK_00028324,ACCT_348533,2022-07-30,Interest,4869.35,320600.55,PNB,Branch_34,RTGS,0,0
BNK_00028325,ACCT_905995,2024-07-18,Withdrawal,248.46,361412.79,PNB,Branch_70,Online,0,0
BNK_00028326,ACCT_811363,2023-04-18,Refund,1258.22,199015.29,ICICI,Branch_77,ATM,0,0
BNK_00028327,ACCT_964071,2023-07-28,Transfer,5585.74,185172.73,Yes_Bank,Branch_66,Branch,0,0
BNK_00028328,ACCT_780771,2023-01-11,Interest,10166.76,441321.0,HDFC,Branch_50,UPI,0,0
BNK_00028329,ACCT_910915,2022-07-23,Deposit,10997.55,480811.26,Yes_Bank,Branch_94,UPI,0,1
BNK_00028330,ACCT_341153,2024-06-11,Transfer,3291.05,411102.42,ICICI,Branch_57,Online,0,1
BNK_00028331,ACCT_256946,2023-08-09,Withdrawal,9261.15,17852.97,Axis,Branch_17,ATM,0,0
BNK_00028332,ACCT_131086,2022-07-16,Transfer,2741.77,13543.02,Axis,Branch_63,UPI,0,0
BNK_00028333,ACCT_160090,2023-12-22,Transfer,359.75,441788.82,Axis,Branch_68,Branch,0,0
BNK_00028334,ACCT_549832,2024-09-04,Withdrawal,4582.98,147446.55,Kotak,Branch_85,RTGS,0,0
BNK_00028335,ACCT_381192,2024-04-12,Payment,1894.04,236018.15,HDFC,Branch_20,Mobile,0,1
BNK_00028336,ACCT_496968,2024-12-14,Interest,2257.14,182406.91,Yes_Bank,Branch_77,RTGS,0,0
BNK_00028337,ACCT_693801,2024-07-04,Refund,412.36,253016.41,PNB,Branch_78,RTGS,0,0
BNK_00028338,ACCT_894408,2023-04-04,Transfer,2949.95,17072.25,BOB,Branch_49,UPI,0,0
BNK_00028339,ACCT_353997,2024-02-16,Refund,5330.58,475302.76,Axis,Branch_58,ATM,0,0
BNK_00028340,ACCT_818933,2023-09-08,Withdrawal,3019.03,208802.14,Kotak,Branch_36,UPI,0,0
BNK_00028341,ACCT_990877,2023-10-15,Deposit,8540.85,374273.31,SBI,Branch_56,NEFT,0,1
BNK_00028342,ACCT_395247,2024-09-01,Refund,5946.26,135809.16,ICICI,Branch_55,RTGS,0,0
BNK_00028343,ACCT_966916,2024-10-13,Interest,11781.79,275336.24,BOB,Branch_55,UPI,0,0
BNK_00028344,ACCT_189804,2022-04-28,Transfer,12086.2,263007.3,HDFC,Branch_23,RTGS,0,0
BNK_00028345,ACCT_724251,2024-05-10,Refund,1951.34,295076.36,PNB,Branch_75,Mobile,0,1
BNK_00028346,ACCT_251538,2022-08-31,Withdrawal,1284.68,157579.43,Axis,Branch_66,NEFT,0,0
BNK_00028347,ACCT_756510,2022-12-15,Deposit,1012.94,36371.96,HDFC,Branch_19,Mobile,0,0
BNK_00028348,ACCT_854633,2022-09-18,Interest,5454.45,263642.26,ICICI,Branch_38,NEFT,1,0
BNK_00028349,ACCT_323179,2022-01-30,Refund,7142.26,56552.6,HDFC,Branch_29,RTGS,0,0
BNK_00028350,ACCT_871526,2024-02-27,Withdrawal,593.39,446016.61,HDFC,Branch_58,ATM,0,0
BNK_00028351,ACCT_470546,2022-09-25,Transfer,14386.08,427865.42,PNB,Branch_24,RTGS,0,0
BNK_00028352,ACCT_104520,2023-03-08,Withdrawal,9175.35,42150.35,BOB,Branch_39,UPI,0,0
BNK_00028353,ACCT_740738,2023-10-22,Transfer,10419.51,42919.37,SBI,Branch_31,Branch,0,0
BNK_00028354,ACCT_510014,2024-12-26,Withdrawal,435.75,320673.6,SBI,Branch_9,Online,0,0
BNK_00028355,ACCT_292052,2024-08-31,Payment,6739.98,436651.01,Axis,Branch_92,NEFT,0,0
BNK_00028356,ACCT_230864,2024-12-18,Deposit,2025.65,97238.94,Kotak,Branch_47,ATM,0,0
BNK_00028357,ACCT_735022,2022-10-27,Transfer,14346.6,427488.26,Axis,Branch_72,RTGS,1,1
BNK_00028358,ACCT_364620,2024-02-28,Refund,8682.34,302310.04,BOB,Branch_48,UPI,1,0
BNK_00028359,ACCT_536714,2022-07-07,Payment,7815.45,406965.72,Kotak,Branch_60,Branch,0,0
BNK_00028360,ACCT_673013,2022-02-06,Refund,483.56,428654.53,SBI,Branch_73,Mobile,0,0
BNK_00028361,ACCT_536396,2023-03-01,Payment,1199.3,314345.91,HDFC,Branch_26,Branch,0,0
BNK_00028362,ACCT_867779,2024-05-25,Transfer,476.53,366106.8,SBI,Branch_53,ATM,0,0
BNK_00028363,ACCT_941036,2022-05-23,Refund,999.63,68081.28,Axis,Branch_70,RTGS,0,0
BNK_00028364,ACCT_211873,2024-12-04,Payment,1325.83,408527.18,HDFC,Branch_53,ATM,0,0
BNK_00028365,ACCT_179516,2024-11-04,Deposit,4918.53,306686.62,Yes_Bank,Branch_59,Online,0,0
BNK_00028366,ACCT_334944,2023-08-28,Payment,8972.86,69859.77,PNB,Branch_63,Branch,0,0
BNK_00028367,ACCT_605097,2022-04-27,Refund,5113.22,310227.66,BOB,Branch_16,RTGS,0,0
BNK_00028368,ACCT_195244,2023-03-20,Withdrawal,877.0,3279.18,Axis,Branch_28,Mobile,0,0
BNK_00028369,ACCT_773193,2022-09-13,Payment,116.61,342477.35,SBI,Branch_71,UPI,0,0
BNK_00028370,ACCT_374817,2022-02-22,Withdrawal,1223.08,376912.88,BOB,Branch_19,NEFT,0,1
BNK_00028371,ACCT_432708,2023-09-06,Refund,5954.46,498026.59,ICICI,Branch_41,Online,1,0
BNK_00028372,ACCT_828439,2024-01-27,Deposit,1711.07,300012.77,HDFC,Branch_33,UPI,0,0
BNK_00028373,ACCT_935031,2022-03-24,Payment,1039.89,238013.68,PNB,Branch_76,RTGS,0,1
BNK_00028374,ACCT_593981,2023-01-23,Transfer,8694.33,258140.24,PNB,Branch_14,UPI,0,0
BNK_00028375,ACCT_435467,2023-02-10,Deposit,5721.66,453249.43,SBI,Branch_3,Mobile,0,0
BNK_00028376,ACCT_259634,2023-11-01,Interest,8856.62,289825.51,Kotak,Branch_21,ATM,0,0
BNK_00028377,ACCT_353792,2023-12-25,Deposit,721.99,497664.92,BOB,Branch_29,ATM,0,0
BNK_00028378,ACCT_913645,2024-12-18,Deposit,5144.7,417875.55,SBI,Branch_71,Online,0,0
BNK_00028379,ACCT_256695,2023-09-21,Interest,4792.29,421519.09,HDFC,Branch_47,Branch,1,0
BNK_00028380,ACCT_786664,2022-11-03,Transfer,2169.82,291364.51,ICICI,Branch_69,UPI,0,0
BNK_00028381,ACCT_165577,2023-10-22,Payment,258.35,185556.21,HDFC,Branch_48,NEFT,0,0
BNK_00028382,ACCT_871464,2023-10-31,Interest,14472.02,122078.51,Axis,Branch_22,Branch,1,0
BNK_00028383,ACCT_987348,2022-08-07,Deposit,19.51,35225.46,BOB,Branch_46,NEFT,0,0
BNK_00028384,ACCT_940493,2023-03-06,Withdrawal,887.47,389246.57,Kotak,Branch_40,Mobile,0,0
BNK_00028385,ACCT_953822,2022-01-02,Withdrawal,3513.93,251009.95,Kotak,Branch_93,ATM,0,0
BNK_00028386,ACCT_155344,2022-06-15,Withdrawal,2741.9,363876.27,SBI,Branch_82,RTGS,0,0
BNK_00028387,ACCT_970280,2022-08-16,Payment,6269.26,321969.16,HDFC,Branch_79,UPI,1,0
BNK_00028388,ACCT_983823,2024-05-23,Deposit,9405.07,157063.84,Yes_Bank,Branch_29,Branch,0,0
BNK_00028389,ACCT_569182,2024-07-04,Payment,3354.52,243734.4,ICICI,Branch_43,ATM,0,0
BNK_00028390,ACCT_385448,2024-12-17,Deposit,559.43,255629.39,ICICI,Branch_58,RTGS,0,0
BNK_00028391,ACCT_580623,2023-08-23,Transfer,2984.55,288165.4,Yes_Bank,Branch_49,UPI,0,0
BNK_00028392,ACCT_696251,2024-12-01,Transfer,50.56,281790.76,ICICI,Branch_99,RTGS,0,0
BNK_00028393,ACCT_100700,2022-06-30,Payment,17153.59,14229.55,SBI,Branch_4,ATM,0,1
BNK_00028394,ACCT_616250,2023-10-06,Interest,71.81,151893.53,BOB,Branch_70,RTGS,0,1
BNK_00028395,ACCT_131762,2023-09-14,Payment,2905.91,156315.15,Yes_Bank,Branch_10,NEFT,0,0
BNK_00028396,ACCT_964613,2022-10-01,Refund,10337.18,319837.05,BOB,Branch_15,RTGS,0,0
BNK_00028397,ACCT_438042,2022-03-01,Transfer,4670.07,6863.51,PNB,Branch_23,UPI,0,0
BNK_00028398,ACCT_853908,2022-11-22,Refund,2723.34,258209.1,HDFC,Branch_100,RTGS,0,0
BNK_00028399,ACCT_648723,2022-08-07,Payment,3020.37,313251.62,ICICI,Branch_89,Online,1,1
BNK_00028400,ACCT_166076,2023-12-23,Interest,96.91,77535.05,Kotak,Branch_27,NEFT,0,0
BNK_00028401,ACCT_425691,2023-05-20,Transfer,1680.55,338047.28,Axis,Branch_19,Online,0,0
BNK_00028402,ACCT_456588,2024-04-29,Payment,4171.59,337842.13,Kotak,Branch_59,UPI,0,0
BNK_00028403,ACCT_576808,2023-06-24,Withdrawal,9025.07,150824.5,HDFC,Branch_83,RTGS,0,0
BNK_00028404,ACCT_487550,2024-11-02,Withdrawal,17296.33,93055.6,Kotak,Branch_94,Online,0,0
BNK_00028405,ACCT_311049,2024-05-07,Deposit,2182.43,198171.51,Yes_Bank,Branch_5,Branch,1,0
BNK_00028406,ACCT_663283,2023-10-24,Transfer,770.03,489989.02,BOB,Branch_92,Branch,0,0
BNK_00028407,ACCT_803680,2024-09-14,Withdrawal,11085.17,42225.37,SBI,Branch_47,ATM,0,0
BNK_00028408,ACCT_518760,2024-08-14,Payment,3804.97,230309.67,ICICI,Branch_13,Mobile,0,0
BNK_00028409,ACCT_566665,2024-10-12,Deposit,1195.65,476126.32,HDFC,Branch_16,Online,0,0
BNK_00028410,ACCT_202801,2022-03-21,Transfer,468.13,303150.07,ICICI,Branch_56,Mobile,1,0
BNK_00028411,ACCT_181603,2022-01-15,Interest,7807.14,313828.71,PNB,Branch_3,Branch,0,1
BNK_00028412,ACCT_750749,2022-08-28,Transfer,8983.96,243161.11,PNB,Branch_9,ATM,0,0
BNK_00028413,ACCT_811669,2022-04-18,Refund,1949.83,272030.48,Yes_Bank,Branch_62,Online,0,0
BNK_00028414,ACCT_808016,2022-11-20,Withdrawal,9475.45,423123.67,SBI,Branch_75,Branch,0,0
BNK_00028415,ACCT_606114,2023-03-21,Payment,4856.54,269226.32,Kotak,Branch_2,NEFT,0,0
BNK_00028416,ACCT_942927,2023-10-11,Deposit,6932.16,483456.82,Kotak,Branch_44,NEFT,0,1
BNK_00028417,ACCT_908376,2022-05-26,Deposit,2756.37,226855.2,ICICI,Branch_2,Mobile,0,0
BNK_00028418,ACCT_784526,2024-04-25,Deposit,9530.06,374252.79,Axis,Branch_64,UPI,0,0
BNK_00028419,ACCT_296382,2022-08-19,Withdrawal,3781.27,216821.69,ICICI,Branch_91,UPI,0,0
BNK_00028420,ACCT_763200,2024-08-22,Payment,537.24,327915.59,Yes_Bank,Branch_15,ATM,0,0
BNK_00028421,ACCT_799043,2023-02-12,Withdrawal,15480.12,309997.47,SBI,Branch_19,ATM,0,0
BNK_00028422,ACCT_172715,2022-05-13,Withdrawal,3757.54,242936.76,BOB,Branch_81,UPI,0,0
BNK_00028423,ACCT_974075,2022-02-07,Transfer,305.29,56308.43,ICICI,Branch_5,NEFT,0,0
BNK_00028424,ACCT_227726,2023-09-13,Deposit,1545.83,330336.35,BOB,Branch_92,ATM,0,0
BNK_00028425,ACCT_159977,2023-06-15,Transfer,3499.67,76776.51,SBI,Branch_15,Branch,0,0
BNK_00028426,ACCT_153383,2022-01-21,Refund,25475.78,85997.67,Yes_Bank,Branch_93,Online,0,0
BNK_00028427,ACCT_786127,2024-04-20,Interest,4833.14,356300.13,PNB,Branch_24,Online,1,0
BNK_00028428,ACCT_804879,2022-11-11,Deposit,152.21,11067.32,ICICI,Branch_24,UPI,0,0
BNK_00028429,ACCT_119403,2024-12-09,Payment,3378.87,404264.22,ICICI,Branch_9,ATM,0,0
BNK_00028430,ACCT_448294,2023-08-13,Refund,10272.15,380537.18,Kotak,Branch_57,Online,0,0
BNK_00028431,ACCT_144452,2022-02-02,Deposit,1414.17,137708.29,Yes_Bank,Branch_23,ATM,0,0
BNK_00028432,ACCT_813114,2023-10-14,Interest,5874.93,426480.76,SBI,Branch_72,ATM,0,0
BNK_00028433,ACCT_262720,2022-07-18,Transfer,3926.26,370092.9,ICICI,Branch_47,Branch,0,0
BNK_00028434,ACCT_186154,2023-03-16,Interest,711.03,396459.36,Kotak,Branch_45,Mobile,0,0
BNK_00028435,ACCT_726342,2024-02-03,Withdrawal,700.33,22777.27,Kotak,Branch_50,Mobile,0,0
BNK_00028436,ACCT_780931,2023-07-24,Payment,2616.92,179435.13,HDFC,Branch_51,UPI,0,0
BNK_00028437,ACCT_526860,2024-11-03,Refund,4428.08,490115.09,Yes_Bank,Branch_71,ATM,0,0
BNK_00028438,ACCT_886162,2022-10-20,Interest,96.55,321157.44,ICICI,Branch_98,Branch,0,0
BNK_00028439,ACCT_917548,2022-04-30,Deposit,10969.37,82369.73,BOB,Branch_51,NEFT,0,0
BNK_00028440,ACCT_308141,2023-05-22,Refund,7375.56,423200.71,PNB,Branch_49,RTGS,0,0
BNK_00028441,ACCT_485563,2023-09-23,Transfer,2453.74,441752.23,Yes_Bank,Branch_69,Branch,0,0
BNK_00028442,ACCT_874431,2024-06-18,Interest,23094.01,495491.03,HDFC,Branch_45,Mobile,1,0
BNK_00028443,ACCT_253768,2024-06-12,Payment,11244.7,159454.75,BOB,Branch_61,Branch,0,0
BNK_00028444,ACCT_480371,2022-12-02,Payment,9889.31,409963.08,SBI,Branch_93,RTGS,0,0
BNK_00028445,ACCT_464558,2022-12-11,Withdrawal,8615.39,307177.59,SBI,Branch_51,Branch,0,0
BNK_00028446,ACCT_692822,2023-10-31,Transfer,9383.99,486103.3,Axis,Branch_81,UPI,0,0
