Date,City,Temperature_C,Humidity_Percent,Wind_Speed_Kmh,Precipitation_mm,Weather_Condition,AQI
2023-03-13,Nagpur,25.1,35.8,9.7,0.0,Rainy,52
2020-01-21,Kolkata,10.3,54.7,8.2,0.0,Stormy,116
2020-11-26,Nagpur,27.4,39.4,9.4,0.0,Foggy,185
2020-04-14,Delhi,24.5,61.5,14.9,0.0,Sunny,170
2022-12-30,Ahmedabad,19.1,23.4,13.3,0.0,Rainy,105
2023-01-17,Patna,17.9,52.0,6.0,1.71,Stormy,73
2024-02-04,Lucknow,19.2,42.9,10.3,0.0,Hazy,120
2020-10-14,Jaipur,22.5,32.9,5.8,0.0,Hazy,96
2023-09-24,Mumbai,28.0,65.8,9.0,0.0,Hazy,152
2021-10-22,Jaipur,25.7,55.7,13.4,4.7,Rainy,83
2020-09-28,Delhi,17.5,36.2,11.4,0.0,Rainy,133
2024-11-13,Nagpur,20.3,49.0,9.7,0.48,Stormy,110
2021-02-07,Nagpur,22.4,75.0,12.8,0.0,Rainy,78
2024-05-26,Bangalore,32.5,81.6,14.4,0.0,Rainy,113
2022-01-14,Delhi,23.9,48.1,15.7,0.31,Foggy,70
2022-06-17,Lucknow,21.2,74.6,11.5,0.0,Foggy,129
2024-06-21,Lucknow,29.6,67.9,17.6,0.2,Sunny,63
2023-03-08,Mumbai,27.0,64.0,4.1,0.0,Rainy,106
2021-12-09,Surat,11.2,79.2,6.6,0.79,Hazy,98
2021-02-24,Ahmedabad,20.9,64.6,2.3,0.0,Hazy,196
2022-03-27,Lucknow,25.2,86.1,11.6,0.1,Cloudy,137
2024-11-01,Pune,18.3,94.5,21.7,0.0,Cloudy,108
2024-12-22,Chennai,15.3,71.8,5.3,0.0,Rainy,84
2021-01-31,Bhopal,30.6,63.1,9.6,0.0,Hazy,67
2022-05-30,Chennai,29.3,29.0,17.5,0.03,Stormy,166
2020-01-12,Bangalore,17.0,20.0,8.1,5.16,Stormy,109
2020-09-22,Mumbai,21.9,28.5,7.1,0.0,Sunny,139
2022-10-17,Bhopal,25.1,74.8,10.8,0.4,Cloudy,112
2021-05-01,Lucknow,26.7,88.9,4.2,0.0,Stormy,14
2023-01-04,Nagpur,24.8,38.6,9.6,1.84,Sunny,128
2024-09-05,Jaipur,22.9,74.7,5.6,0.0,Stormy,47
2020-02-03,Jaipur,20.3,100.0,13.4,0.0,Foggy,76
2021-07-04,Mumbai,23.8,60.5,10.0,0.0,Hazy,89
2020-02-14,Jaipur,11.8,25.0,8.4,0.31,Rainy,114
2024-04-02,Ahmedabad,21.8,88.4,12.2,4.33,Sunny,64
2023-04-01,Ahmedabad,32.1,100.0,11.3,1.46,Cloudy,46
2021-07-03,Hyderabad,30.9,60.1,17.2,0.0,Foggy,10
2023-08-30,Delhi,21.1,38.4,5.4,0.0,Sunny,109
2023-06-18,Kolkata,24.8,55.0,10.7,1.5,Foggy,149
2023-06-02,Lucknow,29.9,64.1,6.2,0.0,Cloudy,81
2023-09-05,Jaipur,17.0,60.1,7.5,1.62,Rainy,64
2021-11-13,Kolkata,21.2,57.5,1.0,0.0,Rainy,71
2024-05-13,Surat,23.6,53.9,10.9,0.15,Rainy,73
2021-12-07,Patna,15.3,66.6,10.4,0.0,Sunny,125
2023-07-21,Pune,23.8,59.5,3.1,0.0,Sunny,182
2022-02-25,Jaipur,13.1,70.6,15.0,3.81,Stormy,62
2021-06-28,Chennai,15.1,55.9,13.1,1.05,Hazy,75
2023-12-24,Delhi,19.7,65.3,3.6,0.0,Sunny,110
2022-05-02,Surat,22.0,48.2,12.7,0.0,Sunny,23
2024-11-08,Chennai,21.1,44.3,16.4,1.02,Stormy,37
2021-08-19,Chennai,22.7,92.8,9.0,0.0,Cloudy,171
2020-03-04,Pune,26.9,67.2,11.0,2.05,Cloudy,176
2020-12-30,Chennai,15.1,57.4,7.2,0.0,Stormy,139
2021-07-22,Hyderabad,24.4,53.0,7.0,0.78,Rainy,18
2022-11-11,Indore,29.1,87.4,1.2,0.15,Rainy,103
2021-07-13,Ahmedabad,18.3,75.5,14.0,0.0,Sunny,58
2021-11-03,Indore,30.3,42.6,6.8,0.0,Hazy,123
2022-04-19,Pune,30.9,25.6,10.4,0.0,Rainy,98
2023-06-07,Surat,23.6,60.9,7.4,4.67,Stormy,125
2021-09-09,Lucknow,31.0,96.1,13.3,0.0,Sunny,117
2022-09-23,Bhopal,29.6,73.0,14.1,0.0,Foggy,72
2023-03-15,Hyderabad,11.3,61.5,5.4,1.08,Hazy,74
2024-12-17,Patna,21.8,70.1,8.3,0.0,Hazy,94
2022-05-17,Mumbai,25.5,48.6,8.6,0.1,Hazy,117
2020-07-22,Pune,20.9,59.5,8.7,3.94,Stormy,61
2020-05-07,Nagpur,29.7,69.0,8.9,0.0,Cloudy,49
2023-06-16,Patna,25.8,53.1,5.3,0.0,Cloudy,135
2021-06-27,Bangalore,31.3,78.1,6.5,0.0,Foggy,68
2023-12-04,Surat,18.4,29.0,12.1,0.0,Rainy,65
2020-04-15,Lucknow,31.1,72.7,13.8,0.0,Stormy,181
2023-05-31,Kolkata,23.5,72.1,4.9,0.0,Rainy,96
2024-05-21,Mumbai,21.6,76.0,6.0,0.0,Hazy,126
2020-02-08,Bhopal,21.9,57.7,11.3,2.34,Sunny,176
2023-03-11,Bhopal,30.8,82.6,14.8,0.0,Foggy,129
2024-04-29,Lucknow,24.4,63.0,2.4,0.0,Stormy,45
2024-06-18,Hyderabad,28.2,56.9,9.8,0.0,Sunny,29
2021-09-27,Bhopal,24.2,67.2,12.2,0.0,Stormy,82
2020-02-28,Bhopal,13.4,99.2,6.8,1.12,Rainy,100
2020-05-22,Jaipur,32.5,82.6,9.4,5.86,Stormy,75
2020-10-02,Jaipur,23.7,70.8,19.0,0.0,Foggy,119
2020-05-11,Kolkata,34.3,72.5,7.9,0.21,Rainy,46
2022-05-14,Delhi,28.6,80.1,9.9,0.0,Cloudy,93
2024-01-24,Pune,0.2,69.1,17.5,0.0,Cloudy,143
2020-08-11,Jaipur,26.4,61.8,10.0,0.0,Rainy,54
2020-11-07,Bangalore,19.3,56.5,0.2,0.0,Hazy,109
2022-10-19,Hyderabad,23.3,20.0,2.2,2.53,Foggy,136
2022-12-03,Lucknow,23.5,73.5,9.9,0.0,Sunny,83
2022-05-14,Chennai,29.3,54.2,2.5,0.0,Sunny,125
2021-07-15,Ahmedabad,30.8,71.6,10.8,0.0,Foggy,114
2023-08-06,Mumbai,18.5,73.4,10.1,0.98,Hazy,107
2021-04-20,Jaipur,34.7,36.0,18.2,0.0,Hazy,96
2020-03-20,Pune,24.5,56.3,12.6,0.0,Hazy,59
2023-08-22,Bhopal,23.5,57.3,14.5,0.83,Stormy,51
2020-10-07,Nagpur,28.3,74.3,14.3,0.0,Stormy,32
2021-06-30,Delhi,20.4,28.4,16.7,2.02,Cloudy,10
2021-01-04,Delhi,28.9,56.7,7.7,0.0,Rainy,66
2022-10-25,Pune,23.3,56.9,2.4,0.0,Foggy,115
2020-05-18,Hyderabad,24.7,55.9,14.5,0.0,Cloudy,150
2023-07-20,Jaipur,36.2,75.4,6.3,0.0,Cloudy,10
2023-07-14,Jaipur,28.6,29.9,3.1,0.0,Hazy,12
2020-07-04,Chennai,26.7,73.0,0.2,0.0,Hazy,32
2023-04-13,Hyderabad,28.8,59.3,16.7,0.68,Sunny,115
2022-11-14,Lucknow,30.1,81.4,9.6,4.21,Foggy,282
2023-07-01,Bangalore,21.5,31.2,8.7,0.0,Cloudy,32
2023-04-22,Delhi,34.0,20.0,14.5,0.0,Foggy,10
2020-12-01,Kolkata,16.9,87.5,7.9,2.55,Foggy,58
2020-09-06,Chennai,25.5,77.4,11.9,0.0,Rainy,81
2021-01-14,Surat,13.3,50.6,8.1,0.0,Sunny,174
2022-01-12,Delhi,10.8,74.3,9.4,0.0,Rainy,76
2024-08-01,Lucknow,25.0,79.8,14.2,0.0,Hazy,147
2023-07-14,Lucknow,28.0,59.3,8.8,0.0,Sunny,216
2024-11-19,Hyderabad,31.1,63.5,8.3,0.0,Hazy,130
2023-03-16,Bhopal,22.2,87.0,13.1,0.0,Hazy,200
2023-09-07,Pune,24.5,20.0,14.5,0.0,Sunny,127
2024-10-31,Indore,23.8,75.3,10.9,0.0,Cloudy,54
2022-02-14,Mumbai,20.0,52.5,7.5,0.0,Rainy,151
2021-04-16,Nagpur,28.4,51.5,12.8,0.0,Rainy,166
2024-03-31,Chennai,23.0,68.1,2.2,0.0,Foggy,131
2021-12-11,Hyderabad,15.7,67.2,14.4,0.0,Sunny,50
2020-09-23,Surat,24.6,55.7,8.1,0.0,Hazy,63
2023-02-28,Indore,18.0,79.6,8.1,1.35,Stormy,113
2022-12-04,Patna,10.1,49.9,2.4,0.0,Rainy,227
2020-06-06,Chennai,34.2,52.2,9.6,2.32,Rainy,78
2020-06-13,Ahmedabad,25.0,76.2,10.0,0.08,Foggy,92
2022-04-29,Lucknow,29.0,100.0,12.8,0.0,Cloudy,106
2021-03-20,Lucknow,27.0,84.2,2.0,0.03,Sunny,147
2020-12-07,Ahmedabad,14.7,38.3,6.0,0.52,Sunny,10
2023-02-23,Pune,14.7,71.6,11.4,0.0,Sunny,168
2024-05-12,Surat,17.9,50.2,11.1,0.0,Foggy,86
2023-07-07,Patna,17.6,59.7,2.9,0.0,Cloudy,51
2023-03-14,Indore,26.7,35.9,4.9,3.55,Rainy,139
2020-06-12,Mumbai,29.5,70.0,9.7,0.19,Cloudy,68
2022-11-10,Nagpur,23.9,74.7,10.2,0.0,Sunny,101
2022-04-30,Indore,31.5,53.5,5.9,0.0,Sunny,111
2024-12-10,Surat,15.6,91.4,8.3,0.0,Cloudy,222
2022-11-28,Surat,28.4,47.1,11.2,6.19,Foggy,199
2024-12-13,Lucknow,31.4,35.8,13.3,0.0,Hazy,126
2024-01-16,Bhopal,24.3,74.0,12.4,2.45,Stormy,119
2020-05-31,Bangalore,19.7,73.3,5.4,0.0,Foggy,69
2020-02-07,Ahmedabad,22.7,46.9,4.8,0.0,Rainy,148
2020-04-24,Bhopal,22.8,47.2,17.5,0.0,Stormy,61
2024-12-15,Kolkata,23.1,50.7,3.4,0.0,Rainy,63
2020-02-17,Surat,13.2,54.3,13.6,2.06,Cloudy,121
2023-10-30,Jaipur,33.3,64.3,22.1,0.0,Sunny,137
2020-05-20,Jaipur,28.6,76.4,1.2,0.0,Stormy,96
2021-10-12,Lucknow,18.8,80.5,12.3,1.55,Foggy,52
2023-03-05,Nagpur,25.8,20.0,11.4,0.0,Rainy,32
2021-03-06,Surat,23.5,99.7,12.4,0.0,Hazy,65
2023-07-13,Bhopal,24.8,73.6,12.1,0.0,Sunny,98
2020-05-30,Nagpur,35.9,41.0,11.8,0.0,Foggy,84
2020-08-15,Pune,21.5,50.5,2.0,0.0,Hazy,115
2020-12-18,Surat,21.0,69.6,7.9,0.0,Sunny,100
2022-01-27,Pune,16.2,58.3,8.6,0.0,Foggy,125
2021-05-09,Surat,27.0,59.5,10.0,0.27,Sunny,128
2021-08-27,Surat,22.2,76.3,7.3,0.0,Rainy,59
2020-10-23,Ahmedabad,28.5,62.2,8.1,0.2,Foggy,10
2022-04-25,Hyderabad,32.3,38.4,7.7,0.0,Foggy,58
2022-08-16,Ahmedabad,22.1,63.3,3.8,0.0,Sunny,44
2024-08-10,Jaipur,23.6,43.6,15.4,0.0,Sunny,129
2023-01-01,Delhi,22.9,28.8,11.1,0.0,Sunny,68
2020-04-11,Patna,41.5,62.9,15.0,0.05,Sunny,131
2023-03-20,Nagpur,25.5,56.0,1.9,2.72,Stormy,153
2022-06-26,Chennai,38.1,100.0,14.9,0.0,Hazy,122
2022-04-02,Jaipur,32.9,20.4,9.5,0.0,Hazy,161
2024-07-01,Surat,23.9,63.8,3.0,0.0,Sunny,147
2021-11-19,Ahmedabad,19.7,64.5,14.1,0.0,Rainy,141
2020-12-04,Lucknow,15.4,33.8,20.1,0.0,Cloudy,107
2020-05-21,Hyderabad,26.0,57.4,11.4,0.0,Foggy,12
2024-07-20,Jaipur,26.1,59.1,15.5,0.0,Stormy,78
2022-10-13,Jaipur,24.8,52.7,14.2,0.0,Hazy,93
2023-12-05,Bhopal,16.3,25.4,16.4,0.0,Cloudy,142
2022-09-04,Bhopal,34.4,71.8,13.6,4.59,Stormy,10
2021-12-06,Bangalore,15.6,42.6,16.1,0.0,Hazy,142
2022-03-26,Mumbai,26.6,63.8,14.9,0.0,Rainy,61
2023-11-22,Ahmedabad,38.2,91.6,11.9,0.27,Cloudy,132
2020-08-28,Indore,23.2,65.4,11.5,0.0,Sunny,102
2020-04-05,Bhopal,23.5,61.3,0.7,1.45,Foggy,90
2020-08-09,Ahmedabad,24.9,94.0,11.9,0.56,Foggy,73
2021-01-07,Pune,20.4,63.3,6.2,0.0,Rainy,156
2022-06-04,Pune,36.1,23.5,5.1,0.12,Hazy,10
2020-07-17,Delhi,22.6,44.7,5.9,0.76,Rainy,46
2022-11-30,Surat,24.0,62.0,4.9,3.12,Stormy,88
2023-11-09,Nagpur,40.2,46.2,8.7,1.1,Foggy,57
2020-12-06,Delhi,21.0,61.8,15.5,1.74,Hazy,117
2024-01-10,Hyderabad,22.8,58.9,10.3,0.0,Hazy,89
2021-04-15,Ahmedabad,25.0,74.6,7.1,0.0,Foggy,125
2023-06-01,Kolkata,27.0,31.0,10.7,0.0,Stormy,96
2022-12-04,Chennai,14.2,54.4,6.0,0.0,Rainy,68
2021-10-29,Chennai,17.8,46.0,12.7,0.0,Stormy,113
2020-08-20,Pune,31.2,73.1,8.3,0.0,Stormy,115
2024-08-20,Bangalore,27.3,100.0,11.6,2.15,Hazy,149
2020-04-06,Bhopal,19.9,70.5,11.7,2.0,Stormy,102
2022-03-11,Chennai,25.2,82.4,1.6,7.68,Hazy,73
2021-12-05,Nagpur,17.7,83.6,7.4,0.0,Sunny,108
2020-05-22,Pune,35.3,74.0,16.9,0.0,Hazy,75
2024-08-24,Pune,22.7,79.0,3.7,0.0,Sunny,121
2024-06-03,Patna,26.5,62.2,11.8,0.0,Foggy,105
2021-03-14,Chennai,30.6,49.5,12.1,0.0,Foggy,29
2022-04-20,Bangalore,29.2,55.5,10.6,2.64,Hazy,91
2024-01-02,Nagpur,17.8,80.4,10.0,0.0,Rainy,143
2024-05-06,Surat,22.9,57.5,8.7,0.0,Rainy,84
2021-12-18,Lucknow,12.6,47.7,3.8,0.0,Sunny,108
2024-12-28,Mumbai,31.4,36.0,14.4,1.9,Cloudy,46
2024-11-08,Jaipur,37.2,56.7,16.3,0.0,Foggy,116
2023-12-14,Ahmedabad,15.7,60.7,3.8,0.0,Cloudy,180
2021-10-15,Lucknow,27.6,51.1,11.5,0.0,Sunny,67
2022-12-07,Hyderabad,23.5,63.8,5.1,0.0,Sunny,83
2022-02-02,Bangalore,19.9,38.1,0.4,0.0,Foggy,34
2023-10-23,Delhi,23.0,67.6,12.9,0.0,Cloudy,154
2023-06-01,Indore,28.8,71.3,4.9,0.0,Foggy,74
2021-07-18,Hyderabad,24.0,59.8,6.7,0.0,Sunny,78
2023-09-27,Delhi,26.8,46.8,5.3,0.0,Rainy,69
2023-08-17,Pune,28.3,71.3,11.7,0.0,Stormy,122
2024-10-31,Pune,23.6,61.5,15.2,0.0,Foggy,61
2020-12-17,Nagpur,18.7,58.4,11.4,0.0,Cloudy,135
2021-06-08,Kolkata,28.5,80.9,10.8,0.0,Cloudy,90
2022-12-20,Nagpur,17.7,76.7,16.0,0.6,Hazy,53
2024-07-25,Nagpur,26.8,40.7,19.3,0.45,Sunny,177
2024-10-14,Nagpur,33.3,97.3,9.6,2.07,Sunny,115
2024-02-13,Pune,16.3,84.4,13.7,0.0,Hazy,73
2020-10-06,Delhi,29.1,54.4,6.2,0.91,Hazy,142
2021-07-31,Ahmedabad,23.3,73.3,7.6,1.59,Stormy,71
2024-03-09,Delhi,27.7,61.6,10.4,0.0,Sunny,132
2020-04-07,Delhi,21.2,48.7,11.3,6.08,Hazy,110
2023-03-16,Chennai,27.6,76.6,6.1,0.26,Rainy,65
2020-09-24,Bhopal,24.4,35.0,16.9,0.0,Foggy,51
2020-05-06,Mumbai,28.8,33.5,5.4,0.0,Rainy,151
2020-09-05,Mumbai,21.2,61.0,11.1,0.0,Stormy,157
2024-01-29,Nagpur,17.6,40.8,1.0,1.75,Hazy,10
2020-07-18,Surat,26.1,87.8,5.4,0.0,Foggy,128
2020-10-14,Chennai,20.4,61.7,12.1,0.96,Rainy,132
2020-07-17,Nagpur,27.7,41.7,21.4,2.36,Foggy,131
2022-05-23,Patna,20.6,45.4,8.2,0.0,Hazy,149
2020-03-04,Lucknow,21.4,68.8,5.7,0.0,Cloudy,167
2021-08-29,Surat,30.1,48.5,15.1,0.0,Sunny,153
2022-04-28,Indore,30.7,99.3,7.4,0.0,Foggy,63
2024-06-15,Chennai,35.1,67.4,3.8,1.95,Stormy,181
2023-02-15,Bhopal,22.5,25.8,7.2,0.0,Stormy,122
2020-10-19,Jaipur,24.2,46.4,7.5,0.0,Stormy,116
2024-03-07,Hyderabad,21.2,91.1,7.5,0.0,Stormy,154
2021-03-03,Ahmedabad,21.1,58.7,10.3,0.0,Hazy,112
2022-08-03,Surat,28.2,33.3,13.6,0.0,Hazy,136
2022-09-21,Surat,25.7,92.1,7.5,0.0,Cloudy,126
2023-08-19,Delhi,20.7,26.2,12.8,0.0,Hazy,50
2022-09-17,Bangalore,20.4,50.7,23.1,0.0,Sunny,129
2024-07-04,Patna,28.4,44.7,15.5,1.2,Hazy,130
2023-08-25,Pune,28.4,66.9,11.5,1.44,Stormy,52
2020-12-29,Hyderabad,22.2,58.0,22.1,0.0,Cloudy,64
2022-01-19,Hyderabad,29.4,81.4,10.9,0.0,Stormy,69
2023-10-16,Chennai,29.5,67.1,1.2,0.0,Foggy,108
2024-02-02,Nagpur,36.8,99.7,10.0,0.0,Sunny,211
2020-06-23,Delhi,33.2,54.1,10.2,0.0,Rainy,123
2024-01-31,Hyderabad,25.3,87.4,5.2,0.0,Rainy,102
2022-02-22,Pune,21.4,35.2,15.3,0.0,Rainy,197
2024-06-12,Jaipur,30.5,33.3,18.7,0.0,Rainy,118
2021-04-04,Hyderabad,34.7,50.0,6.0,0.21,Cloudy,104
2023-01-03,Surat,14.3,31.1,3.2,7.94,Hazy,116
2022-03-01,Kolkata,36.8,79.9,27.0,2.56,Stormy,68
2021-01-15,Pune,17.9,33.2,8.3,1.22,Cloudy,81
2024-01-24,Bhopal,13.2,100.0,7.2,1.64,Hazy,116
2023-12-21,Mumbai,19.1,77.2,5.6,2.47,Stormy,18
2024-10-16,Mumbai,25.7,50.0,5.3,0.0,Rainy,18
2023-10-30,Jaipur,27.9,53.5,11.7,0.0,Stormy,115
2020-03-09,Hyderabad,20.0,55.2,16.6,0.0,Rainy,158
2024-05-09,Nagpur,24.4,57.2,13.0,0.0,Sunny,116
2024-01-05,Indore,16.4,69.4,9.1,0.46,Stormy,27
2023-06-26,Ahmedabad,27.4,57.3,3.4,0.0,Sunny,10
2022-09-26,Indore,26.1,61.6,8.8,0.0,Sunny,135
2024-06-23,Pune,33.0,94.7,0.5,1.8,Sunny,117
2023-12-02,Kolkata,21.7,20.0,8.0,0.0,Stormy,100
2023-11-27,Lucknow,20.2,51.0,10.9,1.1,Rainy,150
2020-11-28,Patna,19.5,71.6,5.0,0.0,Hazy,54
2022-08-11,Mumbai,26.0,100.0,12.6,0.0,Cloudy,101
2022-05-21,Indore,25.6,48.5,11.8,1.21,Cloudy,235
2020-03-13,Bangalore,35.5,41.2,7.4,0.0,Stormy,163
2021-05-26,Nagpur,36.7,60.6,2.6,0.0,Cloudy,79
2022-03-04,Chennai,19.7,78.8,20.8,2.54,Foggy,126
2023-08-08,Delhi,23.5,24.4,2.2,0.0,Hazy,93
2024-07-09,Ahmedabad,26.9,52.8,4.1,0.0,Foggy,99
2024-11-10,Ahmedabad,31.7,57.2,5.2,2.87,Sunny,73
2020-06-17,Indore,28.3,51.5,8.3,0.05,Stormy,190
2022-05-11,Chennai,30.5,76.6,9.7,0.0,Foggy,73
2022-04-09,Patna,30.0,56.9,4.8,0.0,Sunny,95
2022-06-19,Ahmedabad,23.2,37.7,7.6,0.0,Stormy,137
2023-05-01,Indore,24.2,100.0,14.0,0.0,Sunny,14
2020-12-20,Jaipur,11.4,76.5,6.2,0.0,Stormy,48
2024-03-31,Delhi,20.0,44.1,9.7,0.01,Stormy,109
2023-01-22,Indore,12.6,75.1,17.9,1.31,Hazy,63
2022-01-14,Patna,19.5,63.0,5.2,0.0,Sunny,83
2022-06-30,Mumbai,30.1,61.6,15.0,0.63,Cloudy,149
2020-08-15,Surat,33.9,84.7,11.4,0.0,Cloudy,131
2020-05-29,Lucknow,24.5,66.9,14.0,0.0,Cloudy,118
2024-07-20,Delhi,24.6,59.1,4.5,0.0,Foggy,49
2022-06-28,Indore,26.7,43.4,15.8,0.0,Sunny,91
2024-09-23,Ahmedabad,29.7,60.8,11.7,0.0,Cloudy,137
2021-03-24,Lucknow,25.5,79.8,14.1,1.03,Stormy,71
2021-02-20,Lucknow,16.8,64.0,12.3,0.0,Foggy,48
2020-11-02,Ahmedabad,24.0,53.0,16.4,0.0,Rainy,86
2022-06-02,Bangalore,31.5,71.4,6.1,0.0,Stormy,86
2020-07-07,Patna,22.5,58.5,14.1,0.0,Foggy,119
2021-07-26,Nagpur,31.3,27.9,8.8,0.86,Rainy,97
2021-12-14,Pune,18.0,76.6,14.6,0.0,Hazy,129
2020-09-19,Delhi,24.0,47.9,10.4,5.66,Sunny,50
2024-02-17,Bangalore,21.2,73.0,1.9,0.0,Stormy,141
2021-05-24,Surat,25.6,36.1,8.1,0.0,Sunny,114
2021-06-29,Hyderabad,22.5,32.8,12.9,0.0,Foggy,37
2022-09-18,Lucknow,27.1,50.5,17.7,0.99,Hazy,64
2022-01-21,Patna,24.8,80.1,7.3,0.0,Foggy,105
2024-09-21,Patna,28.3,52.5,13.5,0.06,Stormy,133
2024-06-22,Pune,33.8,56.7,10.7,0.04,Hazy,95
2023-11-08,Bangalore,30.5,65.2,13.3,0.0,Foggy,89
2021-03-16,Chennai,17.1,42.7,12.9,0.0,Foggy,144
2023-02-26,Bhopal,17.3,70.3,1.1,0.28,Stormy,165
2024-01-23,Surat,16.4,45.7,4.7,0.0,Cloudy,40
2022-10-24,Jaipur,23.9,83.5,17.2,0.0,Rainy,60
2020-08-28,Bangalore,31.3,51.4,9.8,0.0,Sunny,184
2024-02-01,Surat,17.5,43.3,10.2,0.38,Stormy,93
2020-01-15,Delhi,18.4,44.2,17.7,0.0,Sunny,117
2020-10-03,Patna,23.0,73.0,9.5,0.0,Cloudy,83
2022-09-24,Lucknow,28.0,52.1,7.9,0.0,Hazy,40
2021-12-20,Surat,19.3,38.1,15.7,2.94,Foggy,118
2023-02-21,Indore,21.2,49.1,8.4,0.0,Stormy,101
2024-01-05,Jaipur,14.1,56.6,16.4,0.0,Stormy,115
2024-06-29,Chennai,27.4,95.6,6.6,7.62,Rainy,154
2022-06-11,Bangalore,28.8,35.7,11.6,0.0,Stormy,110
2021-03-09,Lucknow,25.2,81.3,2.6,1.73,Rainy,83
2020-09-29,Surat,21.9,79.3,1.6,0.0,Rainy,97
2020-10-07,Bhopal,17.4,90.0,8.6,0.0,Foggy,13
2021-07-02,Bhopal,29.3,96.0,19.1,0.23,Sunny,22
2022-07-26,Surat,24.9,69.4,12.8,1.21,Hazy,98
2024-03-11,Surat,15.5,83.5,6.7,0.0,Hazy,84
2022-03-31,Lucknow,26.1,81.7,10.6,0.0,Stormy,132
2024-01-01,Pune,9.5,72.6,6.7,0.0,Rainy,99
2022-06-08,Pune,21.8,43.1,0.6,4.43,Rainy,72
2021-05-28,Jaipur,28.8,45.5,11.1,0.0,Sunny,155
2020-06-12,Chennai,25.4,35.1,13.1,0.0,Stormy,116
2022-03-16,Jaipur,19.7,54.8,5.2,0.0,Sunny,92
2020-11-10,Patna,27.8,71.5,5.1,0.0,Stormy,205
2023-06-14,Bangalore,22.4,75.8,9.6,0.0,Sunny,189
2024-01-29,Chennai,11.4,80.3,5.5,0.0,Stormy,103
2023-05-15,Mumbai,25.3,59.9,9.0,0.0,Sunny,32
2021-06-17,Bhopal,23.0,48.0,6.4,0.0,Sunny,91
2023-02-09,Jaipur,20.0,97.0,12.5,0.17,Stormy,78
2021-11-24,Bhopal,33.8,92.2,12.2,0.0,Hazy,64
2023-11-07,Kolkata,16.7,65.5,8.9,1.13,Cloudy,188
2022-03-28,Bhopal,25.0,55.8,15.8,0.0,Hazy,122
2020-10-28,Indore,30.1,82.5,9.8,0.0,Cloudy,84
2021-10-22,Lucknow,30.6,68.6,7.6,1.74,Hazy,136
2023-07-17,Nagpur,28.3,71.0,3.1,1.92,Cloudy,10
2024-01-14,Bangalore,19.6,31.7,7.6,0.0,Cloudy,109
2023-02-21,Lucknow,22.5,64.5,19.8,2.39,Stormy,90
2021-01-08,Patna,16.7,88.5,7.5,1.36,Sunny,111
2023-11-10,Jaipur,25.7,62.9,15.2,0.0,Stormy,98
2021-11-18,Nagpur,26.0,55.9,10.6,0.0,Rainy,90
2021-12-31,Patna,20.8,91.6,5.9,0.0,Hazy,27
2024-06-20,Mumbai,29.3,58.0,3.5,0.75,Sunny,80
2023-07-31,Lucknow,38.4,57.9,11.6,0.0,Sunny,45
2021-11-03,Patna,33.6,54.0,10.7,0.0,Sunny,91
2020-02-15,Patna,21.2,70.0,13.4,0.0,Rainy,72
2022-02-02,Delhi,16.5,30.3,18.9,0.0,Stormy,15
2021-10-13,Ahmedabad,18.1,39.4,6.6,0.0,Rainy,104
2020-02-16,Patna,24.7,70.5,8.2,0.0,Stormy,82
2021-07-13,Patna,35.8,24.9,3.2,0.0,Rainy,60
2024-10-13,Indore,19.1,66.9,11.5,0.0,Hazy,129
2020-02-04,Kolkata,22.3,41.8,12.7,0.0,Stormy,103
2021-06-13,Jaipur,30.4,44.0,4.4,0.0,Stormy,92
2021-05-22,Bhopal,25.4,46.2,18.3,0.0,Foggy,172
2020-07-15,Bangalore,38.6,38.9,10.4,0.0,Sunny,118
2022-03-18,Ahmedabad,30.1,51.0,0.2,0.0,Rainy,52
2024-12-29,Patna,25.2,54.4,15.1,2.63,Rainy,76
2021-02-04,Indore,24.4,52.2,19.9,0.0,Rainy,42
2021-10-24,Patna,33.1,58.8,7.2,4.66,Sunny,104
2024-09-24,Patna,22.9,65.7,9.0,0.0,Sunny,115
2020-12-28,Bhopal,20.8,61.6,15.5,0.0,Cloudy,101
2023-10-27,Jaipur,25.3,63.8,5.0,0.0,Rainy,56
2023-12-28,Surat,11.9,74.6,13.5,0.0,Foggy,40
2020-11-17,Ahmedabad,27.8,64.2,3.5,0.0,Cloudy,94
2021-04-14,Hyderabad,23.4,67.5,12.9,0.0,Hazy,65
2024-03-08,Patna,23.2,66.3,6.1,1.55,Stormy,130
2023-01-17,Indore,24.8,43.6,3.5,0.0,Sunny,102
2021-09-10,Nagpur,17.9,55.1,10.6,0.0,Hazy,134
2023-01-05,Mumbai,14.1,42.5,1.1,0.0,Stormy,109
2024-02-01,Kolkata,16.3,29.7,5.1,0.0,Foggy,105
2020-07-30,Jaipur,19.4,78.2,2.2,1.38,Foggy,67
2023-09-07,Bangalore,29.5,85.6,13.9,0.0,Sunny,10
2020-06-06,Patna,30.0,72.9,7.2,0.0,Cloudy,130
2023-10-24,Nagpur,34.3,65.1,2.2,0.0,Stormy,68
2022-01-12,Indore,13.5,86.7,14.7,0.0,Sunny,10
2020-12-21,Bangalore,22.4,45.6,18.1,0.0,Stormy,140
2022-09-21,Jaipur,18.9,61.0,10.2,3.92,Rainy,67
2021-09-23,Hyderabad,28.7,73.6,9.5,0.0,Sunny,140
