Employee_ID,Name,Age,Department,Designation,Salary,Experience_Years,City,Rating,Joining_Date
EMP_0562,Employee_562,39.0,Product,Junior,624157.0,18.0,Kolkata,1.52,2013-05-20
EMP_0563,Employee_563,51.0,Engineering,Manager,656141.0,25.0,Kolkata,1.23,2015-03-10
EMP_0564,Employee_564,36.0,Engineering,Mid,324223.0,10.0,Ahmedabad,,2018-08-04
EMP_0565,Employee_565,48.0,HR,Senior,451759.0,7.0,Ahmedabad,1.24,2013-06-05
EMP_0566,Employee_566,54.0,Engineering,Mid,332594.0,17.0,Kolkata,,2014-10-19
EMP_0567,Employee_567,45.0,Operations,Lead,,10.0,Hyderabad,1.42,2011-06-11
EMP_0568,Employee_568,36.0,Product,Junior,652303.0,10.0,Kolkata,2.18,2019-04-22
EMP_0569,Employee_569,51.0,Design,Mid,647030.0,12.0,Hyderabad,1.36,2019-02-22
EMP_0570,Employee_570,38.0,Product,Director,467784.0,2.0,Pune,3.67,2017-06-03
EMP_0571,Employee_571,26.0,Operations,Lead,454057.0,11.0,Delhi,1.53,2022-03-04
EMP_0572,Employee_572,50.0,Operations,Mid,631417.0,2.0,Bangalore,4.41,2020-06-13
EMP_0573,Employee_573,25.0,HR,Mid,499592.0,9.0,Hyderabad,4.27,2019-04-30
EMP_0574,Employee_574,31.0,HR,Manager,446939.0,26.0,Kolkata,1.05,2011-05-26
EMP_0575,Employee_575,38.0,Engineering,Mid,523741.0,16.0,Kolkata,4.58,2014-08-22
EMP_0576,Employee_576,31.0,Marketing,Lead,500888.0,21.0,Mumbai,1.12,2019-06-04
EMP_0577,Employee_577,38.0,Product,Lead,469991.0,1.0,Kolkata,1.96,2018-09-26
EMP_0578,Employee_578,41.0,Product,Junior,416134.0,16.0,Delhi,1.13,2023-02-06
EMP_0579,Employee_579,45.0,Marketing,Junior,667303.0,15.0,Chennai,2.34,2010-06-10
EMP_0580,Employee_580,26.0,HR,Senior,833407.0,1.0,Chennai,3.06,2022-11-30
EMP_0581,Employee_581,27.0,Engineering,Junior,594149.0,27.0,Kolkata,4.19,2018-07-14
EMP_0582,Employee_582,23.0,Marketing,Mid,633365.0,21.0,Mumbai,2.35,2020-09-12
EMP_0583,Employee_583,34.0,Engineering,Manager,680456.0,29.0,Hyderabad,3.82,2010-02-18
EMP_0584,Employee_584,32.0,Engineering,Senior,654984.0,,,1.75,2017-11-21
EMP_0585,Employee_585,44.0,Engineering,Lead,472963.0,5.0,Mumbai,4.0,2016-09-12
EMP_0586,Employee_586,37.0,Finance,Senior,857976.0,27.0,Hyderabad,1.94,2018-09-30
EMP_0587,Employee_587,52.0,Operations,Senior,486403.0,24.0,Delhi,,2019-05-26
EMP_0588,Employee_588,32.0,Engineering,Junior,697213.0,28.0,Kolkata,1.74,2022-01-27
EMP_0589,Employee_589,37.0,Finance,Mid,679528.0,,,1.73,2022-04-01
EMP_0590,Employee_590,29.0,HR,Mid,306233.0,27.0,Delhi,3.05,2023-07-13
EMP_0591,Employee_591,25.0,Marketing,Mid,546173.0,9.0,Kolkata,4.38,2014-12-12
EMP_0592,Employee_592,25.0,,Lead,608494.0,7.0,Pune,1.32,2020-12-13
EMP_0593,Employee_593,46.0,Design,Mid,619972.0,0.0,Bangalore,3.83,2014-12-03
EMP_0594,Employee_594,24.0,Marketing,Mid,645213.0,12.0,Delhi,3.62,2016-02-14
EMP_0595,Employee_595,53.0,Operations,Mid,713649.0,23.0,Bangalore,4.49,2019-10-11
EMP_0596,Employee_596,24.0,Design,Junior,598872.0,8.0,Delhi,1.98,2020-11-22
EMP_0597,Employee_597,48.0,Marketing,Mid,653192.0,21.0,Bangalore,2.8,2010-08-26
EMP_0598,Employee_598,50.0,Operations,Junior,593256.0,9.0,Pune,4.7,2018-09-21
EMP_0599,Employee_599,53.0,Marketing,Junior,447399.0,14.0,Chennai,3.64,2017-07-16
EMP_0600,Employee_600,40.0,Marketing,Junior,604860.0,4.0,Ahmedabad,2.56,2019-01-26
EMP_0601,Employee_601,42.0,Design,Mid,712363.0,21.0,Hyderabad,1.53,2013-09-14
EMP_0602,Employee_602,26.0,,Lead,766318.0,15.0,Bangalore,2.05,2020-06-25
EMP_0603,Employee_603,39.0,Marketing,Mid,680597.0,12.0,Pune,3.32,2012-11-11
EMP_0604,Employee_604,49.0,Design,Mid,800152.0,21.0,Bangalore,3.87,2021-12-24
EMP_0605,Employee_605,43.0,HR,Senior,662829.0,24.0,Chennai,1.5,2010-08-09
EMP_0606,Employee_606,42.0,Engineering,Junior,729581.0,19.0,Bangalore,3.4,2018-11-02
EMP_0607,Employee_607,27.0,Product,Manager,740608.0,,Pune,3.2,2023-04-11
EMP_0608,Employee_608,22.0,Sales,Mid,566497.0,10.0,Kolkata,3.06,2022-08-29
EMP_0609,Employee_609,26.0,Finance,Mid,708900.0,,Pune,3.76,2010-08-11
EMP_0610,Employee_610,33.0,Sales,Senior,458903.0,8.0,Ahmedabad,4.35,2011-11-19
EMP_0611,Employee_611,,Sales,Junior,652471.0,15.0,Ahmedabad,2.29,2019-08-13
EMP_0612,Employee_612,35.0,Operations,Senior,686553.0,1.0,,4.56,2013-01-16
EMP_0613,Employee_613,47.0,Engineering,Mid,,25.0,Mumbai,1.64,2020-05-10
EMP_0614,Employee_614,48.0,Operations,Manager,723113.0,24.0,Chennai,1.69,2014-01-28
EMP_0615,Employee_615,30.0,Engineering,Junior,759617.0,1.0,Kolkata,2.07,2011-02-16
EMP_0616,Employee_616,47.0,Design,Mid,585092.0,11.0,Mumbai,1.48,2015-11-02
EMP_0617,Employee_617,43.0,Design,Senior,548191.0,7.0,Chennai,1.92,2018-07-03
EMP_0618,Employee_618,51.0,Product,Junior,558765.0,8.0,Kolkata,1.43,2017-05-05
EMP_0619,Employee_619,38.0,Engineering,Mid,639942.0,11.0,Bangalore,4.29,2014-09-30
EMP_0620,Employee_620,47.0,Marketing,Senior,328687.0,25.0,Kolkata,1.56,2020-03-13
EMP_0621,Employee_621,22.0,HR,Lead,799763.0,8.0,Pune,3.99,2017-05-01
EMP_0622,Employee_622,29.0,Product,Mid,606581.0,9.0,Mumbai,1.19,2017-07-27
EMP_0623,Employee_623,36.0,Product,Lead,537749.0,24.0,Bangalore,4.79,2018-07-03
EMP_0624,Employee_624,43.0,Marketing,Director,220542.0,,Pune,3.84,2016-03-29
EMP_0625,Employee_625,35.0,HR,Manager,594477.0,15.0,Chennai,1.03,2019-06-16
EMP_0626,Employee_626,47.0,Operations,Junior,570228.0,19.0,Kolkata,4.06,2015-08-29
EMP_0627,Employee_627,49.0,HR,Senior,465443.0,6.0,Pune,3.06,2011-11-02
EMP_0628,Employee_628,44.0,Operations,Mid,499042.0,27.0,Bangalore,4.12,2020-07-19
EMP_0629,Employee_629,35.0,Design,Director,596004.0,,Mumbai,3.09,2010-06-08
EMP_0630,Employee_630,45.0,Sales,Mid,511764.0,0.0,Mumbai,3.56,2022-02-05
EMP_0631,Employee_631,23.0,Design,Junior,685781.0,18.0,Ahmedabad,4.15,2011-03-03
EMP_0632,Employee_632,47.0,Design,Senior,,27.0,Kolkata,2.62,2017-11-06
EMP_0633,Employee_633,35.0,Sales,Mid,623191.0,3.0,Pune,1.01,2015-01-11
EMP_0634,Employee_634,28.0,HR,Director,,23.0,Ahmedabad,4.4,2011-07-17
EMP_0635,Employee_635,24.0,Product,Director,594510.0,21.0,Bangalore,2.52,2010-11-26
EMP_0636,Employee_636,44.0,HR,Senior,,26.0,Ahmedabad,2.98,2010-09-12
EMP_0637,Employee_637,39.0,Operations,Junior,643897.0,1.0,Delhi,1.03,2015-07-19
EMP_0638,Employee_638,36.0,Marketing,Senior,601199.0,24.0,Chennai,2.97,2014-06-22
EMP_0639,Employee_639,46.0,Operations,Junior,589948.0,13.0,Ahmedabad,4.95,2010-06-16
EMP_0640,Employee_640,49.0,Marketing,Junior,514293.0,1.0,Chennai,2.11,2013-06-02
EMP_0641,Employee_641,31.0,Design,Lead,622651.0,28.0,Bangalore,2.58,2015-05-09
EMP_0642,Employee_642,38.0,,Junior,557509.0,14.0,Delhi,3.75,2012-10-31
EMP_0643,Employee_643,43.0,,Mid,831913.0,11.0,Mumbai,4.26,2020-08-15
EMP_0644,Employee_644,47.0,Engineering,Director,721671.0,4.0,Kolkata,2.67,2012-07-26
EMP_0645,Employee_645,46.0,HR,Mid,382080.0,27.0,Hyderabad,2.24,2022-08-26
EMP_0646,Employee_646,38.0,Marketing,Mid,390426.0,19.0,Hyderabad,4.75,2014-11-21
EMP_0647,Employee_647,34.0,Operations,Manager,580431.0,28.0,Kolkata,3.71,2020-06-06
EMP_0648,Employee_648,41.0,Sales,Junior,540704.0,6.0,Bangalore,1.48,2015-10-01
EMP_0649,Employee_649,46.0,Marketing,Lead,572520.0,,Delhi,1.28,2018-04-10
EMP_0650,Employee_650,25.0,Operations,Director,697674.0,20.0,Delhi,2.93,2013-10-06
EMP_0651,Employee_651,31.0,HR,Manager,647360.0,9.0,Chennai,1.88,2023-08-04
EMP_0652,Employee_652,24.0,Design,Senior,645844.0,13.0,Mumbai,2.02,2023-08-15
EMP_0653,Employee_653,39.0,HR,Mid,816929.0,13.0,,4.51,2012-07-27
EMP_0654,Employee_654,43.0,Finance,Mid,391666.0,4.0,,1.36,2013-09-03
EMP_0655,Employee_655,,Engineering,Lead,615590.0,17.0,Delhi,3.86,2016-12-23
EMP_0656,Employee_656,40.0,Finance,Manager,513142.0,23.0,Kolkata,2.08,2012-06-04
EMP_0657,Employee_657,,Sales,Mid,815315.0,13.0,Pune,4.04,2022-12-24
EMP_0658,Employee_658,47.0,Marketing,Junior,268597.0,1.0,Hyderabad,3.89,2010-07-30
EMP_0659,Employee_659,27.0,Sales,Junior,275177.0,25.0,Pune,1.03,2016-12-30
EMP_0660,Employee_660,54.0,Design,Junior,645695.0,11.0,Mumbai,3.04,2022-11-30
EMP_0661,Employee_661,43.0,Operations,Senior,768944.0,21.0,Kolkata,1.56,2018-06-02
EMP_0662,Employee_662,42.0,HR,Mid,715988.0,23.0,Mumbai,4.46,2018-11-24
EMP_0663,Employee_663,27.0,Finance,Manager,479852.0,5.0,Pune,4.49,2014-06-13
EMP_0664,Employee_664,27.0,Product,Senior,825963.0,3.0,Ahmedabad,2.67,2011-09-15
EMP_0665,Employee_665,25.0,Finance,Junior,415279.0,12.0,Bangalore,2.78,2023-04-13
EMP_0666,Employee_666,51.0,Design,Senior,796122.0,3.0,,2.21,2015-06-13
EMP_0667,Employee_667,32.0,,Mid,435115.0,21.0,,3.87,2012-04-14
EMP_0668,Employee_668,51.0,Design,Senior,547226.0,13.0,Bangalore,2.43,2016-10-06
EMP_0669,Employee_669,52.0,Product,Senior,695890.0,15.0,Pune,2.07,2023-06-20
EMP_0670,Employee_670,45.0,Sales,Lead,380068.0,28.0,Delhi,2.73,2012-09-18
EMP_0671,Employee_671,30.0,HR,Lead,820353.0,3.0,Chennai,1.37,2022-09-11
EMP_0672,Employee_672,24.0,Marketing,Mid,546308.0,23.0,Bangalore,3.99,2010-12-03
EMP_0673,Employee_673,52.0,Operations,Junior,620591.0,24.0,Bangalore,1.05,2017-10-15
EMP_0674,Employee_674,45.0,Marketing,Senior,774330.0,0.0,Pune,3.58,2021-12-13
EMP_0675,Employee_675,52.0,Sales,Junior,,12.0,Hyderabad,1.73,2019-08-11
EMP_0676,Employee_676,27.0,Operations,Mid,759122.0,3.0,Pune,1.93,2018-04-24
EMP_0677,Employee_677,23.0,,Junior,846080.0,19.0,Bangalore,3.54,2011-07-19
EMP_0678,Employee_678,41.0,Product,Senior,501663.0,17.0,Delhi,4.97,2021-05-07
EMP_0679,Employee_679,49.0,Product,Junior,805408.0,5.0,Ahmedabad,4.11,2017-08-27
EMP_0680,Employee_680,32.0,Engineering,Senior,335913.0,2.0,Hyderabad,1.9,2010-04-14
EMP_0681,Employee_681,25.0,Sales,Director,658440.0,22.0,Pune,1.7,2019-06-04
EMP_0682,Employee_682,36.0,Sales,Junior,415710.0,12.0,Ahmedabad,4.46,2020-12-29
EMP_0683,Employee_683,27.0,,Junior,741385.0,26.0,Kolkata,2.78,2012-05-14
EMP_0684,Employee_684,51.0,Marketing,Mid,729068.0,15.0,Pune,1.55,2019-09-22
EMP_0685,Employee_685,23.0,Sales,Manager,911606.0,26.0,Bangalore,4.45,2018-02-15
EMP_0686,Employee_686,36.0,Sales,Junior,813192.0,4.0,Ahmedabad,4.26,2020-04-24
EMP_0687,Employee_687,32.0,Finance,Mid,575134.0,,Bangalore,4.94,2013-06-07
EMP_0688,Employee_688,29.0,Finance,Junior,437737.0,20.0,Chennai,4.64,2019-10-08
EMP_0689,Employee_689,47.0,Operations,Lead,,7.0,Ahmedabad,4.41,2013-12-13
EMP_0690,Employee_690,26.0,Design,Mid,590890.0,18.0,Ahmedabad,1.21,2021-09-14
EMP_0691,Employee_691,27.0,Design,Lead,832673.0,,Pune,1.42,2016-01-22
EMP_0692,Employee_692,47.0,Engineering,Manager,,6.0,Bangalore,3.28,2022-01-26
EMP_0693,Employee_693,25.0,Design,Junior,928208.0,13.0,Kolkata,3.13,2020-11-04
EMP_0694,Employee_694,40.0,HR,Lead,679798.0,5.0,Mumbai,2.83,2020-06-05
EMP_0695,Employee_695,41.0,Engineering,Junior,478048.0,11.0,,2.59,2019-10-09
EMP_0696,Employee_696,54.0,Operations,Manager,710098.0,15.0,Mumbai,2.72,2023-04-16
EMP_0697,Employee_697,41.0,Finance,Senior,794613.0,16.0,Hyderabad,3.28,2016-01-08
EMP_0698,Employee_698,33.0,Design,Manager,617152.0,12.0,Kolkata,1.01,2017-03-25
EMP_0699,Employee_699,22.0,Marketing,Junior,335261.0,22.0,Ahmedabad,2.04,2015-07-05
EMP_0700,Employee_700,47.0,Finance,Junior,555922.0,13.0,Ahmedabad,3.07,2011-12-11
EMP_0701,Employee_701,35.0,Product,Mid,755909.0,28.0,Pune,3.89,2016-04-03
EMP_0702,Employee_702,32.0,HR,Mid,674499.0,6.0,Chennai,1.7,2020-02-10
EMP_0703,Employee_703,34.0,Finance,Junior,,13.0,Bangalore,3.19,2015-06-21
EMP_0704,Employee_704,24.0,HR,Mid,796247.0,14.0,Bangalore,3.86,2020-06-03
EMP_0705,Employee_705,54.0,HR,Junior,710895.0,11.0,Bangalore,2.78,2022-10-13
EMP_0706,Employee_706,27.0,HR,Mid,722450.0,16.0,Pune,1.11,2023-09-09
EMP_0707,Employee_707,31.0,Operations,Lead,538404.0,8.0,Hyderabad,2.8,2018-07-02
EMP_0708,Employee_708,,HR,Mid,523892.0,21.0,Ahmedabad,2.19,2017-07-18
EMP_0709,Employee_709,44.0,HR,Junior,345006.0,14.0,Kolkata,4.72,2010-08-24
EMP_0710,Employee_710,31.0,Product,Mid,561091.0,11.0,Bangalore,1.5,2021-02-01
EMP_0711,Employee_711,23.0,Marketing,Junior,740308.0,,Mumbai,3.61,2017-04-16
EMP_0712,Employee_712,34.0,Engineering,Director,569386.0,,Bangalore,1.21,2014-01-29
EMP_0713,Employee_713,23.0,Sales,Junior,666830.0,12.0,Ahmedabad,2.78,2020-12-08
EMP_0714,Employee_714,41.0,Product,Senior,766679.0,26.0,Pune,3.22,2014-10-04
EMP_0715,Employee_715,22.0,Engineering,Director,655924.0,19.0,Kolkata,,2017-12-16
EMP_0716,Employee_716,30.0,HR,Lead,670577.0,22.0,Chennai,2.82,2015-10-18
EMP_0717,Employee_717,,Marketing,Senior,396326.0,7.0,Kolkata,1.65,2017-08-20
EMP_0718,Employee_718,30.0,Finance,Lead,,26.0,Mumbai,2.22,2016-04-09
EMP_0719,Employee_719,32.0,Marketing,Director,858993.0,13.0,Bangalore,3.48,2023-05-16
EMP_0720,Employee_720,36.0,Product,Senior,615569.0,14.0,Bangalore,2.21,2016-03-13
EMP_0721,Employee_721,45.0,HR,Senior,884510.0,10.0,Delhi,4.6,2022-06-20
EMP_0722,Employee_722,51.0,Marketing,Senior,491532.0,0.0,Hyderabad,3.51,2010-03-25
EMP_0723,Employee_723,52.0,Design,Mid,635092.0,20.0,Mumbai,2.75,2021-08-03
EMP_0724,Employee_724,26.0,Marketing,Senior,542598.0,2.0,Delhi,1.16,2014-04-15
EMP_0725,Employee_725,35.0,HR,Mid,688797.0,16.0,Kolkata,3.0,2011-12-03
EMP_0726,Employee_726,32.0,Operations,Junior,734251.0,27.0,Chennai,4.06,2015-06-01
EMP_0727,Employee_727,30.0,Design,Junior,690369.0,18.0,Hyderabad,2.06,2019-02-12
EMP_0728,Employee_728,33.0,Marketing,Junior,756277.0,13.0,Mumbai,4.23,2020-12-16
EMP_0729,Employee_729,22.0,Sales,Mid,598024.0,21.0,Bangalore,2.01,2022-06-15
EMP_0730,Employee_730,43.0,Sales,Junior,571420.0,29.0,Kolkata,4.29,2015-05-23
EMP_0731,Employee_731,50.0,Marketing,Senior,336271.0,22.0,Mumbai,1.34,2020-09-05
EMP_0732,Employee_732,29.0,Operations,Mid,695767.0,7.0,Bangalore,4.46,2021-01-03
EMP_0733,Employee_733,32.0,Finance,Lead,625827.0,12.0,Ahmedabad,3.0,2020-01-20
EMP_0734,Employee_734,35.0,HR,Junior,589812.0,26.0,,2.19,2010-05-22
EMP_0735,Employee_735,51.0,Sales,Junior,571377.0,19.0,Ahmedabad,2.06,2012-02-02
EMP_0736,Employee_736,42.0,Finance,Senior,594468.0,2.0,Ahmedabad,2.73,2016-08-07
EMP_0737,Employee_737,26.0,Marketing,Senior,564564.0,4.0,Bangalore,5.0,2014-12-21
EMP_0738,Employee_738,40.0,Product,Junior,520794.0,8.0,Chennai,1.88,2019-01-26
EMP_0739,Employee_739,35.0,Finance,Manager,635938.0,,Kolkata,1.41,2015-06-17
EMP_0740,Employee_740,47.0,,Manager,672623.0,5.0,Pune,3.34,2016-11-13
EMP_0741,Employee_741,25.0,Engineering,Mid,484414.0,24.0,,2.95,2023-01-17
EMP_0742,Employee_742,46.0,Sales,Mid,539889.0,21.0,Chennai,3.1,2018-04-12
EMP_0743,Employee_743,46.0,Marketing,Director,569306.0,1.0,Pune,3.67,2020-08-12
EMP_0744,Employee_744,39.0,Product,Senior,600721.0,12.0,Kolkata,2.07,2022-06-01
EMP_0745,Employee_745,29.0,HR,Mid,580772.0,4.0,Ahmedabad,4.64,2021-11-28
EMP_0746,Employee_746,35.0,Product,Lead,698958.0,27.0,Hyderabad,2.74,2017-09-17
EMP_0747,Employee_747,53.0,Operations,Mid,352144.0,26.0,Hyderabad,1.52,2019-07-18
EMP_0748,Employee_748,54.0,Design,Mid,378744.0,24.0,Kolkata,3.97,2022-05-06
EMP_0749,Employee_749,44.0,Marketing,Mid,629035.0,,Kolkata,3.57,2017-06-02
EMP_0750,Employee_750,36.0,HR,Lead,509597.0,22.0,Mumbai,2.26,2017-11-22
EMP_0751,Employee_751,54.0,Operations,Senior,732636.0,0.0,Chennai,,2020-03-06
EMP_0752,Employee_752,46.0,Operations,Senior,775470.0,19.0,Ahmedabad,1.88,2016-01-29
EMP_0753,Employee_753,38.0,Marketing,Mid,635062.0,11.0,Chennai,2.78,2016-11-16
EMP_0754,Employee_754,54.0,Design,Junior,439203.0,22.0,Kolkata,4.6,2015-08-22
EMP_0755,Employee_755,23.0,Finance,Mid,758189.0,10.0,Delhi,1.53,2015-03-04
EMP_0756,Employee_756,35.0,Finance,Senior,629835.0,6.0,Delhi,2.55,2012-09-15
EMP_0757,Employee_757,27.0,Operations,Mid,376959.0,14.0,Pune,4.28,2014-04-27
EMP_0758,Employee_758,27.0,Finance,Junior,390222.0,21.0,Pune,4.88,2017-01-28
EMP_0759,Employee_759,,Engineering,Manager,827542.0,23.0,Delhi,2.82,2012-09-06
EMP_0760,Employee_760,28.0,Operations,Junior,802670.0,10.0,Kolkata,3.03,2022-01-07
EMP_0761,Employee_761,29.0,Operations,Director,222428.0,28.0,Kolkata,3.29,2014-02-25
EMP_0762,Employee_762,,HR,Junior,396331.0,21.0,,4.73,2014-04-19
EMP_0763,Employee_763,50.0,Finance,Senior,771128.0,25.0,Bangalore,4.43,2014-11-08
EMP_0764,Employee_764,54.0,Design,Junior,597226.0,15.0,Kolkata,1.68,2020-11-10
EMP_0765,Employee_765,51.0,,Manager,705277.0,2.0,,2.75,2016-03-15
EMP_0766,Employee_766,48.0,Product,Mid,590707.0,19.0,Chennai,2.86,2023-03-23
EMP_0767,Employee_767,50.0,Design,Junior,698173.0,13.0,Kolkata,4.16,2021-10-07
EMP_0768,Employee_768,54.0,Engineering,Mid,600875.0,2.0,Ahmedabad,,2023-05-21
EMP_0769,Employee_769,48.0,HR,Junior,534358.0,0.0,Kolkata,3.62,2016-05-07
EMP_0770,Employee_770,54.0,Marketing,Junior,758811.0,,Bangalore,4.99,2012-04-03
EMP_0771,Employee_771,25.0,Design,Manager,630308.0,20.0,Pune,1.3,2014-05-10
EMP_0772,Employee_772,43.0,Operations,Mid,697858.0,14.0,Kolkata,1.89,2016-08-23
EMP_0773,Employee_773,23.0,Engineering,Lead,623617.0,0.0,Hyderabad,2.63,2015-02-07
EMP_0774,Employee_774,31.0,Sales,Senior,527046.0,16.0,Mumbai,2.39,2018-02-04
EMP_0775,Employee_775,26.0,Engineering,Senior,841258.0,1.0,Delhi,1.09,2014-01-09
EMP_0776,Employee_776,31.0,Engineering,Junior,653245.0,28.0,Ahmedabad,1.37,2016-10-12
EMP_0777,Employee_777,54.0,HR,Junior,546742.0,19.0,Ahmedabad,3.72,2010-04-26
EMP_0778,Employee_778,34.0,Marketing,Lead,791749.0,5.0,Ahmedabad,,2021-12-24
EMP_0779,Employee_779,52.0,Sales,Director,401876.0,7.0,Hyderabad,3.06,2012-11-02
EMP_0780,Employee_780,45.0,Finance,Mid,935442.0,28.0,Ahmedabad,3.16,2016-02-26
EMP_0781,Employee_781,36.0,Finance,Mid,573127.0,15.0,Ahmedabad,2.02,2011-01-08
EMP_0782,Employee_782,50.0,Design,Mid,409797.0,18.0,Pune,4.07,2011-03-23
EMP_0783,Employee_783,29.0,Engineering,Director,885891.0,0.0,Chennai,4.01,2022-05-31
EMP_0784,Employee_784,26.0,Product,Mid,530524.0,2.0,Mumbai,3.35,2016-07-21
EMP_0785,Employee_785,50.0,HR,Mid,636486.0,27.0,Hyderabad,1.85,2012-10-31
EMP_0786,Employee_786,25.0,Product,Manager,707653.0,2.0,Mumbai,,2021-01-04
EMP_0787,Employee_787,33.0,HR,Junior,777625.0,,,1.26,2012-04-20
EMP_0788,Employee_788,23.0,Finance,Junior,,26.0,Pune,3.37,2010-04-11
EMP_0789,Employee_789,48.0,Design,Senior,502902.0,11.0,Kolkata,4.3,2022-11-16
EMP_0790,Employee_790,52.0,Design,Manager,632848.0,11.0,Chennai,4.43,2016-05-18
EMP_0791,Employee_791,47.0,Design,Junior,537102.0,19.0,Pune,2.85,2020-07-12
EMP_0792,Employee_792,48.0,Sales,Mid,637351.0,12.0,Mumbai,4.14,2020-09-26
EMP_0793,Employee_793,26.0,Marketing,Mid,844222.0,19.0,Hyderabad,4.79,2019-11-18
EMP_0794,Employee_794,41.0,Sales,Mid,713388.0,8.0,Delhi,2.1,2017-08-23
EMP_0795,Employee_795,32.0,Operations,Senior,630996.0,6.0,Delhi,2.59,2014-02-19
EMP_0796,Employee_796,31.0,,Mid,710773.0,3.0,Pune,4.73,2011-02-25
EMP_0797,Employee_797,27.0,Product,Mid,721512.0,18.0,Kolkata,2.35,2015-08-31
EMP_0798,Employee_798,29.0,Marketing,Mid,438318.0,21.0,Hyderabad,4.66,2020-09-18
EMP_0799,Employee_799,44.0,Finance,Senior,,18.0,,4.92,2012-07-23
EMP_0800,Employee_800,47.0,Marketing,Mid,984379.0,5.0,Kolkata,3.65,2011-06-20
EMP_0801,Employee_801,,HR,Manager,781923.0,26.0,Ahmedabad,4.27,2018-12-27
EMP_0802,Employee_802,47.0,Operations,Junior,524484.0,12.0,Hyderabad,4.0,2021-01-11
EMP_0803,Employee_803,34.0,Engineering,Lead,509518.0,10.0,Mumbai,3.8,2011-08-30
EMP_0804,Employee_804,39.0,Engineering,Lead,,12.0,Pune,2.23,2022-12-10
EMP_0805,Employee_805,46.0,Finance,Mid,729947.0,12.0,Pune,1.23,2011-03-16
EMP_0806,Employee_806,54.0,HR,Mid,841146.0,27.0,Ahmedabad,2.37,2013-05-27
EMP_0807,Employee_807,33.0,Product,Mid,687325.0,24.0,Bangalore,3.67,2013-05-07
EMP_0808,Employee_808,25.0,Sales,Junior,623574.0,21.0,Pune,1.41,2022-08-16
EMP_0809,Employee_809,26.0,HR,Mid,533376.0,27.0,Delhi,1.05,2016-10-25
EMP_0810,Employee_810,29.0,Engineering,Junior,649405.0,19.0,Mumbai,1.56,2011-11-29
EMP_0811,Employee_811,49.0,Engineering,Mid,476981.0,,Hyderabad,3.86,2015-07-27
EMP_0812,Employee_812,52.0,Product,Lead,309635.0,20.0,,4.89,2012-08-28
EMP_0813,Employee_813,30.0,Operations,Mid,845523.0,12.0,Mumbai,4.93,2022-07-08
EMP_0814,Employee_814,50.0,HR,Lead,449128.0,21.0,Ahmedabad,2.98,2019-05-03
EMP_0815,Employee_815,35.0,HR,Mid,551275.0,10.0,Pune,4.48,2023-08-07
EMP_0816,Employee_816,43.0,Engineering,Manager,698453.0,18.0,Hyderabad,3.95,2023-05-16
EMP_0817,Employee_817,32.0,Sales,Senior,815170.0,7.0,Chennai,3.0,2015-01-23
EMP_0818,Employee_818,44.0,Finance,Junior,638569.0,19.0,Hyderabad,3.29,2021-09-20
EMP_0819,Employee_819,22.0,,Senior,420943.0,7.0,Hyderabad,1.55,2018-07-14
EMP_0820,Employee_820,42.0,Finance,Junior,554798.0,9.0,Hyderabad,4.75,2020-02-08
EMP_0821,Employee_821,47.0,HR,Mid,498227.0,25.0,Pune,2.41,2019-12-06
EMP_0822,Employee_822,44.0,Finance,Manager,594268.0,15.0,Bangalore,2.78,2016-09-01
EMP_0823,Employee_823,22.0,Engineering,Junior,784797.0,18.0,Hyderabad,3.69,2023-03-15
EMP_0824,Employee_824,36.0,Engineering,Mid,219391.0,25.0,Ahmedabad,2.34,2019-08-14
EMP_0825,Employee_825,42.0,Product,Senior,538291.0,22.0,,2.02,2016-11-06
EMP_0826,Employee_826,30.0,HR,Manager,527392.0,10.0,Delhi,3.52,2022-10-03
EMP_0827,Employee_827,30.0,Product,Senior,411485.0,12.0,Ahmedabad,1.1,2011-05-09
EMP_0828,Employee_828,31.0,HR,Mid,687823.0,27.0,,3.88,2023-09-04
EMP_0829,Employee_829,47.0,Design,Senior,387753.0,8.0,Bangalore,3.06,2012-03-23
EMP_0830,Employee_830,46.0,Design,Mid,405015.0,19.0,Mumbai,3.42,2014-08-30
EMP_0831,Employee_831,47.0,Operations,Senior,727660.0,23.0,Ahmedabad,3.53,2014-09-25
EMP_0832,Employee_832,32.0,HR,Director,825085.0,18.0,Delhi,3.11,2015-12-08
EMP_0833,Employee_833,23.0,Sales,Senior,588585.0,15.0,Kolkata,3.33,2011-10-28
EMP_0834,Employee_834,28.0,Finance,Manager,417390.0,6.0,Delhi,3.74,2013-07-10
EMP_0835,Employee_835,39.0,,Junior,494166.0,18.0,Chennai,4.01,2015-05-19
EMP_0836,Employee_836,48.0,Marketing,Senior,751200.0,11.0,Hyderabad,3.91,2013-11-24
EMP_0837,Employee_837,48.0,Operations,Lead,617465.0,14.0,Kolkata,4.48,2022-05-19
EMP_0838,Employee_838,38.0,Marketing,Junior,584844.0,22.0,Delhi,1.76,2011-09-07
EMP_0839,Employee_839,45.0,Engineering,Manager,646957.0,13.0,Pune,,2013-07-06
EMP_0840,Employee_840,46.0,Design,Mid,594351.0,10.0,Pune,4.79,2010-01-22
EMP_0841,Employee_841,28.0,Finance,Senior,831856.0,25.0,Mumbai,2.59,2019-03-01
